Date,Code,Open,High,Low,Close,Volume,SMA_20,SMA_40,SMA_60,SMA_90,RSI_14,VOL_SMA_20,MACD,MACD_Sig,BBP_20,ATR_14,STOCH_K,STOCH_D,CCI_20,ALPHA_SMA_20,KOSPI_수익률,Return_5d,Label_5d
2015-05-14,000020,8450,8490,8310,8470,63928,8497.0,8128.25,7554.666666666667,6938.444444444444,41.35802469100061,133979.45,96.03345586633259,154.88069372096197,0.4806263533000767,299.2857142857143,0.7209302325581395,0.6045484881154063,-7.537120914915952,-0.0026168479830026236,0.002918416770727017,0.16292798110979922,1
2015-05-15,000020,8500,8780,8420,8580,117413,8473.5,8166.75,7597.666666666667,6972.333333333333,46.42857142818452,127417.35,109.4748419728785,145.7995233713453,0.5821365872502338,292.14285714285717,0.8387096774193549,0.7163479611624761,21.869277128492072,-0.0022319013492973936,-0.006522569600015071,0.09090909090909083,1
2015-05-18,000020,8600,8700,8300,8470,132129,8450.5,8202.5,7636.166666666667,7005.333333333333,46.70658682595576,124280.6,109.98333716207708,138.63628612949165,0.5159384919209173,293.57142857142856,0.75,0.7698799699924982,9.989200863930877,-0.0019110259901972237,0.0034274863517682608,0.12278630460448636,1
2015-05-19,000020,8430,8760,8430,8610,146176,8440.0,8236.5,7678.333333333333,7040.222222222223,50.279329608545304,123712.75,120.29645063324824,134.96831903024298,0.6436028210723044,307.85714285714283,0.8629032258064516,0.8172043010752689,35.31397982293617,-0.0005532221660566328,0.0033731998561776777,0.060394889663182294,1
2015-05-20,000020,8700,9900,8690,9890,1757390,8489.5,8291.75,7741.0,7088.555555555556,70.72368421020062,200285.25,229.11388767609424,153.79743275941325,1.3150571894590852,380.0,0.9957627118644068,0.8695553125569528,197.4113104845087,0.006060732599748209,0.008812504420397493,-0.04347826086956519,0
2015-05-21,000020,10050,10650,9790,9850,1275772,8541.0,8343.75,7800.166666666667,7136.888888888889,72.88135593185751,257195.35,308.5678467532398,184.75151555817857,1.1258537744989123,421.42857142857144,0.7427652733118971,0.8671437369942518,268.436453076629,0.006654198629819125,-0.007819437823083475,-0.04873096446700509,0
2015-05-22,000020,9920,9950,9360,9360,659586,8571.5,8385.75,7852.0,7179.333333333333,65.74923547372462,276233.1,328.2133378051003,213.4438800075629,0.8566832208649464,446.42857142857144,0.5852090032154341,0.7745789961305795,158.81413124904685,0.0039941679619133474,0.010971306899816735,0.03418803418803429,1
2015-05-26,000020,9400,9660,9250,9510,313847,8612.0,8428.75,7906.0,7223.222222222223,73.48242811468731,283410.35,351.83059332658195,241.12122267136675,0.8799109805417927,434.2857142857143,0.6334405144694534,0.6538049303322615,131.4334832884723,0.0058302074537626425,-0.0012114999301057194,0.09358569926393279,1
2015-05-27,000020,9500,9510,9040,9130,285377,8639.5,8470.25,7954.0,7262.444444444444,69.2771084334428,291344.15,336.0112853354185,260.09923520417715,0.7036779851044278,436.42857142857144,0.5112540192926045,0.5766345123258306,86.5911271420069,0.005048611299268063,-0.01679496151154658,0.08105147864184015,1
2015-05-28,000020,9230,9510,9160,9460,225990,8682.5,8519.25,8007.666666666667,7304.0,72.05479452027157,299471.4,346.1128385009124,277.3019558635242,0.8089319400057292,439.2857142857143,0.5809859154929577,0.5752268164183386,97.50916385257003,0.0066065433928895415,0.0016085409252668548,-0.0010570824524313016,0
2015-05-29,000020,9460,9580,9330,9370,193097,8719.5,8565.75,8058.0,7344.222222222223,67.54385964884631,304873.8,342.90336775021933,290.42223824086324,0.7511862683808549,430.7142857142857,0.4838709677419355,0.5253703008424994,93.90382430897365,0.005635089997908199,0.0018522992671339278,0.012806830309498363,1
2015-06-01,000020,9510,9880,9260,9680,353896,8778.5,8616.0,8114.333333333333,7389.111111111111,69.83695652147344,319393.95,361.2104391820103,304.5798784290927,0.8317501255095279,465.7142857142857,0.6056910569105691,0.5568493133818208,102.65044259075032,0.008219036893844978,-0.005877624361641853,-0.0423553719008265,0
2015-06-02,000020,9760,10800,9710,10400,1181302,8882.0,8687.0,8180.833333333333,7441.555555555556,74.30555555531475,376080.9,428.8731254698032,329.4385278372348,0.9991529302030092,530.7142857142857,0.8412698412698413,0.6436106219741153,156.78798854409214,0.01314163665914463,-0.011287261519142722,-0.10096153846153844,0
2015-06-03,000020,10150,10400,9730,9870,571204,8973.5,8745.75,8236.833333333334,7489.0,65.25423728794203,398570.35,434.7185563167077,350.49453353312936,0.7934601362073235,566.4285714285714,0.628,0.6916536327268035,107.8968078942135,0.012825552232084685,-0.007447177000346361,-0.07700101317122598,0
2015-06-04,000020,9870,9930,9370,9450,284356,9053.5,8794.25,8286.0,7531.666666666667,59.60784313709127,402645.65,400.83997870312305,360.5636225671281,0.6371893736419768,593.5714285714286,0.46,0.6430899470899472,56.221521205748274,0.010996026196504782,0.004701525814769791,-0.017989417989418,0
2015-06-05,000020,9460,9700,9400,9490,171427,9135.5,8843.0,8336.333333333334,7575.444444444444,59.04572564595892,405451.6,372.9198397898799,363.03486601167845,0.6322932211727259,589.2857142857143,0.476,0.5213333333333333,42.56779951939574,0.010999853923882964,-0.0022963441814691787,-0.06427818756585879,0
2015-06-08,000020,9390,9580,9190,9270,194483,9190.5,8878.75,8380.166666666666,7616.222222222223,57.78210116715779,408843.25,329.24543078617353,356.2769789665775,0.5315242283714665,588.5714285714286,0.35443037974683544,0.4301434599156118,16.13840354375537,0.00774183915626625,-0.0014070886320777243,-0.034519956850053934,0
2015-06-09,000020,9200,9490,9200,9350,110623,9247.0,8897.0,8424.0,7657.777777777777,57.283464566771265,410325.85,297.65727067459375,344.55303730818076,0.5437829072157572,585.7142857142857,0.3127962085308057,0.38107552942588047,10.091256768525954,0.008179767202992665,-0.000561691660331376,-0.048128342245989275,0
2015-06-10,000020,9500,9500,8950,9110,223830,9287.5,8907.75,8463.0,7697.111111111111,40.34653465332553,416837.55,250.37130738860105,325.71669132426484,0.41870536668760244,532.8571428571429,0.08648648648648649,0.2512376915880426,-13.257874250782194,0.00670307759752839,-0.006157856232709813,-0.014270032930845278,0
2015-06-11,000020,9350,9360,9060,9280,117385,9330.0,8924.5,8502.666666666666,7738.555555555556,43.165467625754374,418960.55,224.03191954472277,305.37973696835644,0.475359968120779,492.85714285714283,0.1783783783783784,0.19255369113189022,-12.760450245227831,0.007138729762287771,0.0025788272916951183,-0.006465517241379337,0
2015-06-12,000020,9280,9440,8880,8880,202208,9350.5,8923.75,8535.666666666666,7775.0,44.117647058672155,425874.55,168.9337448004335,278.0905385347719,0.2540103793787901,490.7142857142857,0.0,0.08828828828828833,-34.78033350620725,0.005000174890273962,-0.0021588925464721687,0.029279279279279313,1
2015-06-15,000020,8710,9190,8610,8950,168206,9369.0,8921.25,8567.5,7808.0,42.9999999998495,428414.2,129.42453387769456,248.35733760335646,0.26891810734312865,502.85714285714283,0.1552511415525114,0.1112098399769633,-51.93058962478431,0.00465882976945417,-0.004799797287749152,0.010055865921787754,1
2015-06-16,000020,8910,9100,8790,8900,188727,9390.5,8920.5,8598.5,7841.222222222223,46.8664850134452,431244.1,93.00649644389341,217.28716937146385,0.20605995825463255,491.42857142857144,0.1324200913242009,0.09589041095890415,-51.081532972602936,0.0055248547981221864,-0.006659093579850284,0.038202247191011285,1
2015-06-17,000020,8920,9140,8900,8980,117100,9409.0,8924.5,8627.333333333334,7875.111111111111,42.98245614017493,429790.3,69.79570932118622,187.78887736140834,0.2235266004504087,481.42857142857144,0.1689497716894977,0.15220700152207003,-44.27402730977612,0.005165179767117717,0.0030265389013761634,0.056792873051225046,1
2015-06-18,000020,9080,9260,9010,9220,167227,9375.5,8932.5,8653.0,7912.111111111111,47.89915966367771,350282.15,69.96052614161272,164.22320711744922,0.3957310041845451,483.57142857142856,0.2785388127853881,0.19330289193302894,-28.09544754783355,-0.0006636027452063209,0.0034498687870418987,0.05639913232104132,1
2015-06-19,000020,9290,9360,9090,9140,93954,9340.0,8940.5,8675.833333333334,7948.222222222223,41.916167664494964,291191.25,62.910618794179754,143.96068945279535,0.3606519730360172,458.57142857142856,0.2420091324200913,0.22983257229832574,-22.035655058043055,-0.0014105848118322272,0.002487903304797534,0.02297592997811826,1
2015-06-22,000020,9240,9290,8970,9040,102443,9324.0,8947.75,8698.5,7982.222222222223,24.99999999987132,263334.1,48.693049005802095,124.90716136339671,0.30545658608126536,401.42857142857144,0.24022346368715083,0.2535904696308768,-33.55783211056705,0.0008779472001352762,0.004005940516668582,-0.017699115044247815,0
2015-06-23,000020,9170,9260,8990,9240,138733,9310.5,8961.25,8722.666666666666,8018.888888888889,36.82008368179268,254578.4,52.9534367897686,110.5164164486711,0.4514063199393197,372.85714285714283,0.4772727272727273,0.3198351077933232,-24.757488061641997,0.0004887575260054733,0.012670546332159027,-0.018398268398268414,0
2015-06-24,000020,9260,9490,9200,9490,251488,9328.5,8984.0,8756.333333333334,8058.444444444444,50.90090090057989,252883.95,75.63090942062809,103.5393150430625,0.6114700636476574,353.57142857142856,0.8073394495412844,0.5082785468337209,7.562303065024351,0.0028956937306606036,0.002080530463194563,0.05374077976817704,1
2015-06-25,000020,9480,9870,9430,9740,352966,9342.5,9012.5,8793.666666666666,8099.888888888889,55.144032921493,259232.75,112.47928929471527,105.32730989339306,0.7665558646834968,363.57142857142856,0.8968253968253969,0.7271458578798029,51.29024526643766,0.0024973359548669527,-0.00022536237790882208,0.02361396303901442,1
2015-06-26,000020,9830,10350,9350,9350,909053,9341.5,9030.5,8824.333333333334,8137.111111111111,51.53846153818402,295030.55,108.95617621264864,106.05308315724417,0.505700713924002,407.14285714285717,0.42528735632183906,0.7098174008961736,52.28813025871324,0.0009388879823120699,0.00249393302830625,0.14973262032085555,1
2015-06-29,000020,9200,9380,8880,8880,365033,9301.5,9040.0,8844.5,8169.111111111111,42.14046822722744,295587.4,67.46135911174133,98.33473834814362,0.22080092002433993,422.14285714285717,0.15517241379310345,0.49242838898011315,-53.52907622564493,-0.002810465432574555,-0.014242247375924721,0.26126126126126126,1
2015-06-30,000020,8900,9150,8670,9070,227561,9235.0,9058.5,8869.666666666666,8201.444444444445,49.319727890921605,247900.35,49.33907951289075,88.53560658109305,0.3514417537489709,417.14285714285717,0.26436781609195403,0.2816091954022989,-66.60116313036052,-0.006356704808975977,0.0066537571160258935,0.08269018743109147,1
2015-07-01,000020,9120,10200,9100,10000,830475,9241.5,9107.5,8911.0,8245.0,59.729729729503724,260863.9,108.7664777814498,92.5817808211644,1.1442437634983298,476.42857142857144,0.7988505747126436,0.40613026819923376,116.53305449053062,0.0003747413422406809,0.011421270851412535,-0.07399999999999995,0
2015-07-02,000020,10150,10650,9710,9970,998554,9267.5,9160.5,8952.0,8287.666666666666,66.36636636608735,296573.8,151.6937387863727,104.40417241420607,1.0257971827119452,503.57142857142856,0.6666666666666666,0.5766283524904215,181.22941518363743,0.0023624892433499966,0.004499759281945126,-0.09729187562688069,0
2015-07-03,000020,10050,10950,9990,10750,2044844,9330.5,9233.0,9005.5,8337.111111111111,72.27722772252181,390244.65,245.81972688098358,132.6872833075616,1.2558103535285594,532.1428571428571,0.9122807017543859,0.7925993143778989,237.52514437739308,0.006017049010666947,-0.0013856396482753164,-0.17116279069767437,0
2015-07-06,000020,10450,12000,10400,11200,2396869,9427.0,9308.75,9061.5,8392.111111111111,75.90090090066158,500363.95,352.66123063737723,176.68207277352474,1.2057874247764033,624.2857142857143,0.7597597597597597,0.7795690427269375,277.7504444400713,0.01039821874381926,-0.023987721023944975,-0.17767857142857146,0
2015-07-07,000020,11650,12250,9650,9820,2296766,9450.5,9348.75,9081.5,8431.555555555555,57.31707317059191,609671.1,322.2645600119031,205.7985702212004,0.6457579094532467,792.8571428571429,0.32122905027932963,0.6644231705978252,151.74107431364592,0.004109966784105318,-0.006640927392851714,-0.05295315682281054,0
2015-07-08,000020,9800,9890,9120,9260,877594,9458.0,9372.75,9091.166666666666,8465.0,50.330033003184056,642359.3,250.10460940776466,214.65977805851327,0.4214775994326771,827.8571428571429,0.164804469273743,0.41526442643761086,-12.117568706496607,0.002824284793376086,-0.011802243798675671,0.021598272138228847,1
2015-07-09,000020,8890,9200,8590,9000,785221,9444.0,9387.0,9097.666666666666,8495.666666666666,48.878205128095466,675751.1,169.97809985286585,205.7234424173838,0.32591573007175806,856.4285714285714,0.11202185792349727,0.19935179249219004,-76.1011382552752,0.0003286294070316886,0.00575336894470313,0.05666666666666664,1
2015-07-10,000020,9170,9540,8840,8910,560679,9445.5,9398.0,9097.666666666666,8524.111111111111,48.956661316101865,693674.65,98.08436045967937,184.19562602584293,0.28959054234733145,883.5714285714286,0.08743169398907104,0.12141934039543718,-53.33065788226894,0.0017930091949214355,0.0016569599715949845,0.022446689113355678,1
2015-07-13,000020,9010,9210,8900,9210,204631,9458.5,9413.75,9100.333333333334,8556.444444444445,49.76303317524539,695495.9,64.57121010365154,160.27074284140465,0.4011075584434154,886.4285714285714,0.16939890710382513,0.12295081967213121,-53.68479005853861,0.0020952705223184487,0.014942126951461354,0.0032573289902280145,1
2015-07-14,000020,9390,9490,9150,9300,310379,9478.5,9434.5,9106.5,8588.555555555555,48.460291734087775,701578.5,44.75810130501486,137.1682145341267,0.42752560379707377,890.0,0.19398907103825136,0.1502732240437159,-29.21462580317101,0.002585786342961749,-0.0011108308432612457,-0.011827956989247324,0
2015-07-15,000020,9270,9490,9200,9460,283657,9502.5,9455.75,9117.166666666666,8621.333333333334,47.6973684209428,709906.35,41.488479296907826,118.03226748668293,0.48242449068111887,879.2857142857143,0.23770491803278687,0.20036429872495454,-22.756050148913037,0.0028157271465834243,0.006643259859267614,-0.04228329809725162,0
2015-07-16,000020,9460,9600,9330,9510,224498,9517.0,9446.25,9127.333333333334,8654.777777777777,51.39372822287117,712769.9,42.44261043816914,102.91433607698018,0.4970875499272094,827.1428571428571,0.25136612021857924,0.22768670309653924,-11.439928258077204,0.001554860508495326,0.007226555904501497,-0.05362776025236593,0
2015-07-17,000020,9480,9500,9100,9110,220883,9515.5,9427.75,9132.166666666666,8684.111111111111,52.02821869475691,719116.35,10.797640700546253,84.49099700169339,0.3315738674536093,820.7142857142857,0.14207650273224043,0.21038251366120223,-46.37432236594948,0.0002758643330210975,-0.005316372031093586,0.01207464324917673,1
2015-07-20,000020,9160,9330,9100,9240,169992,9525.5,9424.75,9140.333333333334,8713.0,51.515151515022964,722493.8,-3.7481064238090767,66.8431763165929,0.3800831914604856,802.8571428571429,0.17759562841530055,0.1903460837887068,-48.68197278911564,0.001820492103362026,-0.0016756629221057473,-0.04870129870129869,0
2015-07-21,000020,9250,9310,9050,9190,121631,9523.0,9416.75,9148.5,8740.444444444445,41.437632135183904,721638.7,-19.09023757338764,49.65649353859679,0.3604522568585402,740.7142857142857,0.16393442622950818,0.1612021857923498,-53.28990679463611,0.0008286257204702275,0.004972724773429915,-0.06311207834602828,0
2015-07-22,000020,9200,9200,8960,9060,280011,9501.5,9415.0,9156.5,8765.888888888889,40.579710144809916,723064.85,-41.2632436014228,31.472546110592873,0.3177136841785661,690.7142857142857,0.1284153005464481,0.156648451730419,-63.486798460925876,-0.0006741545161255191,-0.009065952524932475,-0.08167770419426046,0
2015-07-23,000020,9020,9060,8900,9000,176745,9464.5,9403.5,9163.166666666666,8789.222222222223,28.710462287006834,714253.8,-62.95134526325819,12.58776783582266,0.3104789581848597,632.1428571428571,0.11202185792349727,0.13479052823315127,-68.94871086705767,-0.002341957959604324,0.00016467044117152163,-0.11444444444444446,0
2015-07-24,000020,9080,9260,8940,9220,155836,9458.0,9399.75,9173.0,8815.0,24.484536082385873,676592.95,-61.676195906997236,-2.2650249127413193,0.4032038330671397,540.7142857142857,0.1721311475409836,0.13752276867030974,-45.319176485821586,0.0014697104819140772,-0.009253923595810343,-0.11496746203904551,0
2015-07-27,000020,9210,9220,8790,8790,192486,9453.5,9377.5,9177.833333333334,8834.444444444445,32.42320819097135,667965.6,-94.27627893662611,-20.66727571751828,0.23222593853957854,385.7142857142857,0.15384615384615385,0.14599971977021164,-69.62895098488299,0.0011138144942565986,-0.0034946919783378494,-0.08191126279863481,0
2015-07-28,000020,8630,8690,8280,8610,164939,9430.5,9332.75,9182.5,8851.888888888889,37.25490196057977,664834.5,-133.1022553394796,-43.15427164191054,0.18076730591398402,367.14285714285717,0.25,0.19199243379571254,-111.67295635009432,-0.0006543202465439935,0.00014223983598271595,-0.03716608594657378,0
2015-07-29,000020,8750,8830,8320,8320,102481,9346.5,9294.0,9187.166666666666,8863.777777777777,36.82170542615678,628434.8,-185.13853593613567,-71.55112450075558,0.11883564531317638,355.7142857142857,0.030303030303030304,0.14471639471639478,-104.61880912632161,-0.006857846073827567,-0.0007258104065519522,0.02644230769230771,1
2015-07-30,000020,8280,8400,7900,7970,186963,9246.5,9257.0,9189.166666666666,8867.0,33.45070422518722,587855.25,-251.71808870062705,-107.58451734072987,0.05831198539219908,341.42857142857144,0.041176470588235294,0.10715983363042193,-134.52336197013784,-0.008130054041749041,-0.009123389051933106,0.07026348808030103,1
2015-07-31,000020,7970,8250,7830,8160,140730,9117.0,9223.75,9194.333333333334,8871.333333333334,30.769230769072976,492649.55,-285.856278602143,-143.2388695930125,0.14236324421168306,349.2857142857143,0.1864406779661017,0.08597339295245583,-123.1089657889923,-0.011194728747942273,0.005512548104783077,0.04534313725490202,1
2015-08-03,000020,8200,8310,8030,8070,83789,8960.5,9193.75,9192.666666666666,8875.666666666666,27.472527472386588,376995.55,-316.5245894525942,-177.89601356492886,0.055707470974688325,345.0,0.13559322033898305,0.12107012296444009,-107.47587772642515,-0.014504906865988937,-0.010674035543996596,0.030978934324659146,1
2015-08-04,000020,7990,8300,7980,8290,114515,8884.0,9167.25,9193.833333333334,8881.222222222223,29.032258064370453,267883.0,-319.39549294565404,-206.19590944107392,0.19015324572322012,347.14285714285717,0.2598870056497175,0.1939736346516008,-89.47462229631277,-0.007798605149760729,0.009708786202569986,0.010856453558504287,1
2015-08-05,000020,8300,8550,8280,8540,86605,8848.0,9153.0,9197.833333333334,8893.111111111111,33.779264213888666,228333.55,-298.06192168869893,-224.56911189059895,0.33842988927577233,347.14285714285717,0.4251497005988024,0.27354330886250106,-48.42447299933275,-0.004073192007197674,0.0008727853687642284,-0.07259953161592503,0
2015-08-06,000020,8540,8690,8490,8530,76460,8824.5,9134.25,9199.5,8904.555555555555,38.84615384594467,192895.5,-278.7485889752588,-235.40500730753092,0.3466967705796882,332.14285714285717,0.4666666666666667,0.38390112430506224,-33.28358599743395,-0.0020344708896469057,-0.008114259813968183,-0.05041031652989447,0
2015-08-07,000020,8530,8700,8380,8530,44914,8805.5,9125.5,9200.5,8915.888888888889,35.62753036417054,167107.25,-260.44043839948426,-240.41209352592162,0.3577542909504722,338.57142857142856,0.47297297297297297,0.45492978007948076,-34.37016305154459,-0.0013756278779294584,-0.0015199002627539482,-0.06682297772567414,0
2015-08-10,000020,8600,8600,8320,8320,37390,8761.0,9109.75,9196.166666666666,8923.111111111111,33.46007604544927,158745.2,-259.8806003312893,-244.30579488699516,0.27312934142492395,340.0,0.34265734265734266,0.4274323274323275,-45.822159792278654,-0.003367371006732228,-0.0035120359361864306,-0.07331730769230771,0
2015-08-11,000020,8470,8470,7980,8380,100003,8715.0,9096.75,9194.666666666666,8932.222222222223,36.71874999979919,148226.4,-251.6940536928887,-245.78344664817388,0.3239391716567683,357.85714285714283,0.38461538461538464,0.4000819000819002,-55.4185012855343,-0.0031385885434455528,-0.008246928618140248,-0.1467780429594272,0
2015-08-12,000020,8230,8310,7830,7920,159844,8638.0,9070.25,9183.166666666666,8936.666666666666,31.756756756606563,142035.75,-279.1069410423697,-252.44814552701308,0.12081364175439512,385.7142857142857,0.06293706293706294,0.2634032634032635,-75.61576109167385,-0.0061298924763631135,-0.005627563989630824,-0.10984848484848486,0
2015-08-13,000020,7920,8250,7850,8100,64387,8567.5,9042.25,9153.333333333334,8943.222222222223,30.821917808071404,134030.2,-283.04459419604063,-258.5674352608186,0.23469846002050102,391.42857142857144,0.19424460431654678,0.2139323506229982,-59.26224358144241,-0.005098702013190076,0.004044607106157061,-0.1728395061728395,0
2015-08-17,000020,8120,8350,7960,7960,49708,8510.0,9012.75,9121.833333333334,8947.888888888889,34.22053231920948,125471.45,-294.0721618327225,-265.6683805751994,0.18824493550530288,388.57142857142856,0.13,0.12906055575120332,-49.50589129608531,-0.0037490541211826767,-0.007532292055297374,-0.17211055276381915,0
